ID,Edad,Ingreso_Anual,Género,Nivel_Educativo,Estado_CivTil,Num_Hijos,Propietario_Vivienda,"Compra Realizada",Fecha_Compra
960,28.0,81326.64159304887,M,Maestría,Casado,1,No,No,Invalid Date
961,21.0,26210.250316430625,M,Maestría,Divorciado,2,No,Sí,25 de August del 2017
962,32.0,21801.134222914323,n,Universitario,Casado,3,No,No,22 de August del 2018
963,23.0,78064.47763057673,F,Maestría,Divorciado,2,No,No,22 de July del 2023
964,47.0,55844.21266056356,F,Universitario,Soltero,4,No,Sí,18 de September del 2022
965,55.0,36975.6090218545,F,Universitario,Divorciado,2,No,Sí,18 de March del 2016
966,19.0,,M,Maestría,,4,No,No,6 de January del 2023
967,32.0,10463.783914746833,F,Bachillerato,Soltero,1,Sí,No,6 de September del 2021
968,28.0,50050.63259895742,M,Maestría,Casado,3,Sí,Sí,13 de June del 2017
969,25.0,54917.31759264628,M,Bachillerato,Divorciado,0,Sí,No,20 de March del 2022
970,43.0,,M,Bachillerato,Soltero,1,No,Sí,5 de April del 2015
971,62.0,34791.56071561194,M,,Casado,1,Sí,No,11 de December del 2022
972,61.0,51285.307421050384,F,Bachillerato,Soltero,0,No,No,7 de January del 2017
973,22.0,36118.63060910619,F,Universitario,Soltero,2,Sí,No,11 de October del 2015
974,23.0,53830.756335114755,F,Universitario,,2,No,Sí,12 de December del 2022
975,43.0,36569.80516455464,F,Bachillerato,Soltero,2,No,No,23 de January del 2018
976,21.0,43878.48741259669,M,Universitario,Casado,3,Sí,No,
977,36.0,35062.769078146564,M,Maestría,Soltero,1,No,No,29 de October del 2016
978,37.0,59767.043627354855,M,Universitario,Soltero,4,Sí,No,22 de March del 2020
979,50.0,62876.76674984998,F,,Soltero,0,Sí,Sí,17 de August del 2023
980,37.0,46480.69145063879,M,Maestría,Divorciado,1,Sí,No,22 de June del 2018
981,29.0,50573.56992440043,M,Universitario,Divorciado,2,Sí,Sí,
982,64.0,28271.128780496838,M,,Casado,0,Sí,No,27 de December del 2020
983,18.0,45504.85027989819,M,Bachillerato,Soltero,4,Sí,No,21 de September del 2023
984,43.0,49246.93074437383,F,,Casado,1,Sí,Sí,Invalid Date
985,31.0,89311.89636544962,M,Maestría,Divorciado,1,Sí,Sí,7 de August del 2022
986,55.0,33320.49461338755,n,Maestría,Divorciado,3,Sí,No,22 de February del 2018
987,54.0,71962.65858128657,F,Universitario,Divorciado,1,No,No,22 de November del 2020
988,28.0,64952.881601987116,F,Maestría,Divorciado,1,No,No,19 de April del 2020
989,53.0,54209.54606735204,F,Maestría,Casado,4,Sí,Sí,5 de March del 2015
990,30.0,76379.307262927,M,Bachillerato,,4,No,No,15 de November del 2015
991,60.0,,M,Bachillerato,Casado,0,No,Sí,Invalid Date
992,20.0,55837.38793501893,M,Bachillerato,Soltero,2,Sí,No,7 de August del 2015
993,50.0,49203.19020473682,M,Bachillerato,Divorciado,4,Sí,Sí,21 de August del 2017
994,23.0,68353.53323627941,F,Bachillerato,Soltero,0,No,Sí,4 de December del 2017
995,27.0,66447.03850716326,M,Bachillerato,Divorciado,1,Sí,Sí,7 de February del 2021
996,22.0,40614.84068755682,M,Universitario,Casado,0,Sí,No,6 de May del 2015
997,40.0,30211.292081018488,F,Bachillerato,Soltero,0,Sí,No,11 de June del 2019
998,27.0,46955.290439065146,F,Maestría,Casado,0,No,Sí,1 de September del 2016
999,61.0,37999.421534035304,F,Universitario,Divorciado,0,Sí,Sí,
1000,19.0,49047.13138076967,M,Maestría,Casado,4,No,Sí,
1001,30.0,68561.57202026209,M,Bachillerato,Divorciado,2,Sí,No,20 de May del 2019
1002,57.0,,M,Bachillerato,Divorciado,0,Sí,No,
1003,19.0,49357.649280326375,M,Maestría,Divorciado,3,No,No,16 de August del 2018
1004,37.0,50870.341022125926,M,Maestría,Casado,1,Sí,Sí,6 de February del 2019
1005,18.0,,F,Maestría,Casado,1,No,No,29 de April del 2019
1006,54.0,16296.659990230924,n,Universitario,Soltero,1,No,No,Invalid Date
1007,26.0,40899.49557852055,M,Bachillerato,Soltero,1,Sí,No,20 de June del 2018
1008,34.0,,M,Maestría,,1,Sí,Sí,23 de December del 2022
1009,26.0,68001.18434640292,M,Bachillerato,Casado,0,No,No,12 de July del 2022
1010,28.0,42621.46328740692,M,Maestría,Casado,2,No,No,15 de September del 2017
1011,32.0,21851.709409371888,M,Bachillerato,Casado,3,Sí,No,29 de November del 2019
1012,41.0,59295.67168949205,F,Universitario,Divorciado,4,Sí,No,Invalid Date
1013,55.0,40469.56416761556,F,Bachillerato,Divorciado,3,Sí,No,3 de January del 2020
1014,52.0,32155.00011364458,F,Maestría,Divorciado,4,Sí,Sí,18 de December del 2020
1015,47.0,40634.81915430164,n,Bachillerato,Casado,4,Sí,Sí,19 de August del 2017
1016,48.0,47232.11963516226,M,Universitario,Divorciado,3,No,Sí,10 de December del 2017
1017,22.0,40928.83003192681,F,Universitario,,0,No,Sí,9 de October del 2016
1018,61.0,16916.509143513962,F,Bachillerato,Soltero,1,No,No,29 de August del 2023
1019,31.0,63455.99295330698,M,Maestría,Soltero,0,No,No,Invalid Date
1020,28.0,,F,Universitario,Divorciado,1,Sí,Sí,18 de January del 2016
1021,26.0,59772.82987009259,F,Universitario,Divorciado,2,No,Sí,4 de May del 2016
1022,51.0,32934.714943627754,M,Bachillerato,Divorciado,4,Sí,Sí,30 de July del 2023
1023,29.0,46977.626990787234,F,Universitario,Casado,3,Sí,No,8 de February del 2019
1024,52.0,49902.18027155813,F,Universitario,Soltero,2,Sí,No,8 de November del 2018
1025,52.0,58981.91584342865,F,Maestría,Soltero,1,Sí,No,3 de February del 2023
1026,18.0,60025.107330771214,M,Maestría,Soltero,0,Sí,Sí,27 de October del 2020
1027,57.0,38987.39301832256,n,Maestría,Divorciado,3,No,Sí,1 de July del 2016
1028,39.0,51229.933346203405,F,Bachillerato,Casado,4,Sí,Sí,25 de June del 2018
1029,46.0,56859.20606922862,F,Universitario,Soltero,2,Sí,No,29 de January del 2022
1030,25.0,71837.3348322015,M,Bachillerato,Soltero,4,Sí,No,15 de February del 2019
1031,28.0,60567.59809737085,M,Universitario,Casado,1,No,Sí,22 de October del 2018
1032,58.0,61835.850310632784,F,Universitario,Divorciado,4,Sí,Sí,23 de November del 2015
1033,54.0,51257.39941894041,M,Universitario,,0,Sí,No,
1034,31.0,71156.88717805257,F,Maestría,Soltero,2,Sí,No,Invalid Date
1035,47.0,56146.44193939246,M,Bachillerato,Soltero,2,No,Sí,Invalid Date
1036,52.0,37083.68134739644,M,Bachillerato,Casado,0,Sí,Sí,
1037,38.0,,n,Universitario,Soltero,4,No,No,2 de August del 2022
1038,54.0,60468.54908808541,F,Bachillerato,,0,No,Sí,28 de December del 2015
1039,22.0,43354.339683072765,F,Maestría,Soltero,3,Sí,Sí,8 de August del 2023
1040,36.0,42807.60548901135,M,Bachillerato,,0,No,No,Invalid Date
1041,31.0,54448.63317711143,F,Universitario,Soltero,4,No,Sí,23 de December del 2018
1042,43.0,56947.77192901377,M,Maestría,,0,Sí,No,3 de October del 2018
1043,21.0,52959.3839844681,M,Maestría,Casado,1,Sí,Sí,
1044,42.0,54669.63010164327,F,Universitario,Casado,0,Sí,No,7 de October del 2023
1045,62.0,75499.3606186457,M,Bachillerato,Divorciado,0,Sí,Sí,15 de August del 2022
1046,59.0,66073.14728352329,n,Universitario,Divorciado,4,No,Sí,Invalid Date
1047,42.0,52859.53386897536,M,Bachillerato,Divorciado,3,No,Sí,
1048,35.0,64119.65871151225,F,Bachillerato,,3,Sí,No,26 de January del 2021
1049,57.0,34512.141447086906,M,,Soltero,4,Sí,Sí,10 de August del 2021
1050,25.0,55968.90574920213,M,Universitario,,4,Sí,Sí,
1051,56.0,77139.59524599665,F,Maestría,Divorciado,4,No,No,3 de July del 2023
1052,57.0,46729.31156911439,M,Universitario,Divorciado,1,Sí,Sí,14 de June del 2017
1053,31.0,37285.49107071373,F,Universitario,Soltero,2,No,No,28 de March del 2023
1054,49.0,40218.66667110409,M,Maestría,Soltero,0,No,No,18 de April del 2021
1055,55.0,33655.50443986418,M,Universitario,Divorciado,4,No,No,16 de June del 2021
1056,50.0,38228.57137808445,M,,Soltero,4,No,Sí,21 de July del 2021
1057,40.0,,F,Bachillerato,Divorciado,4,Sí,No,13 de April del 2021
1058,32.0,28916.49471232037,F,,Soltero,3,Sí,Sí,1 de May del 2020
1059,50.0,50234.27500924405,F,Universitario,Casado,4,Sí,No,30 de June del 2017
1060,42.0,63534.15760679971,F,Maestría,Casado,0,No,Sí,2 de December del 2023
1061,34.0,,F,Maestría,Soltero,4,No,No,3 de March del 2015
1062,50.0,72789.25885462653,M,Universitario,Casado,0,Sí,No,10 de April del 2016
1063,64.0,57661.88132791392,M,Bachillerato,Casado,1,No,Sí,31 de July del 2023
1064,19.0,65458.70878436086,F,Bachillerato,Casado,2,No,No,6 de September del 2020
1065,31.0,40132.481692217945,n,Maestría,Divorciado,3,No,Sí,28 de August del 2023
1066,57.0,,M,,Soltero,0,Sí,No,4 de March del 2022
1067,57.0,33620.9914940703,M,Universitario,Soltero,1,Sí,Sí,21 de February del 2018
1068,56.0,63353.71251254763,M,Bachillerato,,2,Sí,No,
1069,23.0,52577.59009690297,F,Bachillerato,Casado,2,No,No,8 de August del 2018
1070,23.0,58298.76829977176,M,Bachillerato,,2,Sí,Sí,23 de June del 2021
1071,20.0,32366.080915627226,F,Maestría,Soltero,0,Sí,No,24 de September del 2015
1072,24.0,36573.95236585093,F,Universitario,Casado,1,Sí,Sí,24 de December del 2021
1073,25.0,58958.42327380077,M,Maestría,Divorciado,4,No,Sí,23 de September del 2016
1074,59.0,35774.77993663699,F,Universitario,,1,No,No,8 de April del 2021
1075,32.0,56948.094381486844,M,Maestría,Soltero,1,No,No,11 de September del 2017
1076,64.0,29492.932903096313,M,Universitario,Soltero,1,No,No,
1077,46.0,62722.61319000002,n,Bachillerato,Casado,0,No,Sí,11 de March del 2018
1078,50.0,31512.150278472363,F,Bachillerato,Soltero,0,Sí,Sí,
1079,47.0,,F,Bachillerato,Casado,0,Sí,No,11 de September del 2017
1080,56.0,59384.46400469002,F,Maestría,Divorciado,1,No,Sí,29 de September del 2015
1081,44.0,39548.422723556374,M,Bachillerato,Divorciado,0,No,No,29 de June del 2016
1082,53.0,58730.3985062709,M,Universitario,Divorciado,2,Sí,No,27 de April del 2017
1083,46.0,53906.63395000334,M,Maestría,Divorciado,0,No,No,24 de June del 2022
1084,55.0,41917.372157108926,F,Universitario,Soltero,3,No,Sí,9 de January del 2023
1085,50.0,34871.67973885688,M,,Soltero,0,No,Sí,23 de July del 2020
1086,54.0,20560.614624911315,M,Universitario,Casado,0,No,No,15 de February del 2022
1087,44.0,55244.750709495405,F,Universitario,Casado,0,No,Sí,
1088,50.0,26527.95842956917,F,Maestría,,0,Sí,No,6 de September del 2023
1089,21.0,51430.162991619625,F,Maestría,Casado,3,Sí,No,5 de June del 2017
1090,39.0,,n,Bachillerato,Casado,4,No,Sí,Invalid Date
1091,19.0,,M,Bachillerato,Divorciado,0,No,No,13 de February del 2015
1092,27.0,45469.317507652035,M,Universitario,,2,Sí,No,Invalid Date
1093,22.0,45058.28320479363,F,,Divorciado,3,No,No,
1094,27.0,60978.060564324434,F,Universitario,Casado,4,Sí,No,23 de November del 2019
1095,50.0,,F,Maestría,Divorciado,0,No,No,9 de July del 2022
1096,55.0,54742.33935774167,F,Maestría,Divorciado,4,Sí,Sí,17 de December del 2022
1097,30.0,57039.01384712789,n,Bachillerato,Divorciado,2,Sí,Sí,1 de May del 2018
1098,48.0,26966.418151893413,M,Universitario,Divorciado,3,No,No,26 de February del 2019
1099,64.0,61351.83019980473,n,Bachillerato,,3,No,Sí,
1100,53.0,59187.03191020404,M,Maestría,Casado,4,Sí,No,18 de November del 2022
1101,62.0,34749.75307135254,M,Maestría,Casado,0,No,No,12 de May del 2022
1102,41.0,46338.79289488698,M,Maestría,Soltero,1,Sí,No,
1103,32.0,49410.39068558553,M,Bachillerato,Divorciado,3,No,No,15 de November del 2019
1104,46.0,47982.54823397401,M,Maestría,Divorciado,1,No,Sí,27 de July del 2019
1105,25.0,55007.89949852802,F,Universitario,Divorciado,3,No,Sí,21 de July del 2020
1106,22.0,71470.50172746775,F,Bachillerato,Casado,0,Sí,No,26 de May del 2016
1107,46.0,66226.50091509243,M,Maestría,Casado,0,Sí,Sí,Invalid Date
1108,64.0,30316.712098528908,F,Bachillerato,,3,No,No,Invalid Date
1109,21.0,59331.04985459073,M,Bachillerato,Casado,4,Sí,Sí,28 de August del 2016
1110,29.0,69933.99979303114,n,Maestría,Casado,0,No,No,5 de January del 2020
1111,62.0,55802.12781033804,F,Maestría,Soltero,0,Sí,No,14 de September del 2022
1112,19.0,66364.70637778951,M,Bachillerato,Casado,2,No,No,19 de March del 2022
1113,44.0,80184.05668551147,M,Bachillerato,Divorciado,0,Sí,Sí,Invalid Date
1114,48.0,65355.64319160472,M,Maestría,Casado,2,Sí,Sí,
1115,53.0,53739.62893462593,M,Universitario,Soltero,0,Sí,No,26 de July del 2017
1116,53.0,65676.3271112713,M,Bachillerato,Divorciado,0,Sí,Sí,7 de May del 2020
1117,43.0,52173.31749645337,M,Bachillerato,Soltero,4,Sí,Sí,25 de May del 2018
1118,60.0,50358.54564927433,M,Universitario,Divorciado,4,Sí,Sí,25 de May del 2022
1119,44.0,44728.78646429401,F,Maestría,,0,No,Sí,25 de November del 2018
1120,22.0,73451.20038248162,F,Maestría,,3,No,Sí,6 de August del 2015
1121,37.0,37723.57001086998,M,Universitario,,3,Sí,Sí,1 de June del 2023
1122,28.0,72985.51587017174,F,Maestría,Casado,0,No,Sí,9 de August del 2017
1123,27.0,57497.96185610557,M,Maestría,Divorciado,3,Sí,Sí,9 de May del 2021
1124,57.0,29010.407377970878,M,Bachillerato,Soltero,0,No,Sí,29 de November del 2016
1125,55.0,,M,Bachillerato,Soltero,4,No,Sí,
1126,23.0,18499.60238522564,M,Bachillerato,Soltero,1,No,Sí,27 de July del 2023
1127,25.0,59382.62025246554,F,Universitario,Soltero,2,No,Sí,1 de December del 2018
1128,40.0,,F,,Casado,3,Sí,Sí,23 de March del 2022
1129,64.0,41114.6606652192,F,Maestría,Divorciado,3,No,No,24 de May del 2021
1130,43.0,51853.21543933373,F,Bachillerato,Casado,4,No,No,21 de August del 2022
1131,63.0,79312.3615062543,M,Bachillerato,Soltero,3,No,Sí,27 de January del 2021
1132,60.0,42413.79943607095,F,Universitario,Divorciado,0,Sí,Sí,25 de January del 2016
1133,29.0,34116.386194151,M,Maestría,Soltero,0,No,Sí,28 de May del 2019
1134,43.0,72224.95103693899,M,Universitario,Casado,1,Sí,No,16 de November del 2015
1135,30.0,79438.80785796192,F,Maestría,Casado,1,Sí,No,5 de January del 2018
1136,57.0,,M,Universitario,Casado,1,No,Sí,8 de May del 2022
1137,35.0,65171.94553112534,F,Bachillerato,Divorciado,0,Sí,Sí,7 de November del 2019
1138,42.0,70122.13873296321,n,Universitario,Divorciado,1,No,Sí,13 de November del 2022
1139,50.0,38862.73651192424,F,Universitario,Soltero,1,No,Sí,
1140,64.0,42720.41246948198,F,Bachillerato,Divorciado,0,No,Sí,3 de September del 2019
1141,57.0,68463.11769732102,F,Maestría,Divorciado,4,No,No,15 de January del 2018
1142,60.0,75275.21418062763,M,Maestría,Casado,3,No,Sí,Invalid Date
1143,29.0,58443.21290261532,F,Bachillerato,Soltero,2,No,No,20 de January del 2015
1144,61.0,36802.784697469186,F,Universitario,Casado,0,No,Sí,
1145,53.0,,M,Universitario,Soltero,0,Sí,Sí,8 de September del 2015
1146,21.0,42035.43653282053,F,,Soltero,2,Sí,No,Invalid Date
1147,22.0,44972.933282428225,F,Maestría,Divorciado,2,No,No,
1148,54.0,55135.06751734432,M,Universitario,Casado,1,No,Sí,19 de December del 2023
1149,25.0,73312.40631072162,M,Maestría,Divorciado,2,Sí,No,
1150,59.0,62809.63964828335,F,Universitario,Divorciado,3,No,Sí,9 de January del 2017
1151,45.0,56222.982505428656,M,Bachillerato,Divorciado,3,Sí,No,12 de January del 2021
1152,48.0,,n,Bachillerato,Soltero,3,Sí,No,11 de May del 2020
1153,26.0,50652.72002965199,n,,Casado,3,No,Sí,Invalid Date
1154,46.0,58372.092717777596,F,Maestría,Casado,3,No,Sí,Invalid Date
1155,31.0,12056.598834585457,F,,Divorciado,1,Sí,No,5 de April del 2015
1156,57.0,45550.88811395303,F,Bachillerato,,0,Sí,Sí,6 de July del 2023
1157,58.0,53619.829023751714,M,,Casado,2,No,No,11 de March del 2018
1158,39.0,32734.788745707392,F,Bachillerato,,0,No,No,13 de April del 2020
1159,28.0,55794.8497671734,n,,,2,Sí,Sí,1 de November del 2015
1160,40.0,46932.931685208176,F,Bachillerato,Soltero,1,Sí,No,14 de October del 2018
1161,18.0,76332.13547473235,F,Maestría,Divorciado,1,Sí,Sí,24 de May del 2020
1162,63.0,73595.29587822285,F,Maestría,Casado,4,No,Sí,11 de January del 2015
1163,54.0,43012.91646322756,n,Universitario,Soltero,4,No,No,30 de August del 2017
1164,38.0,47737.43432649957,F,Universitario,Divorciado,1,No,Sí,2 de January del 2022
1165,43.0,48890.78651587411,M,Universitario,Casado,1,Sí,No,Invalid Date
1166,63.0,43225.10785760566,M,Universitario,Divorciado,2,Sí,No,20 de July del 2019
1167,53.0,52925.3747604219,M,Bachillerato,Divorciado,1,No,Sí,23 de September del 2022
1168,40.0,38625.76896668615,F,,Divorciado,0,Sí,Sí,30 de December del 2016
1169,18.0,33040.7699759371,F,,Soltero,2,Sí,No,5 de June del 2020
1170,57.0,59340.66835850403,M,Universitario,Casado,1,Sí,Sí,
1171,32.0,59442.94376332716,F,Universitario,Casado,2,Sí,No,12 de July del 2020
1172,38.0,37935.26360510012,F,Maestría,,2,Sí,No,8 de January del 2022
1173,64.0,63430.331461439,F,Bachillerato,,3,No,No,26 de March del 2023
1174,26.0,40526.33406252003,M,Maestría,Soltero,4,No,No,23 de November del 2022
1175,26.0,53797.478570569714,M,Universitario,,2,No,No,16 de August del 2015
1176,27.0,62305.16018918684,M,Bachillerato,Casado,2,No,Sí,15 de July del 2018
1177,43.0,,M,Universitario,Soltero,3,No,No,1 de May del 2015
1178,58.0,56821.113682117015,M,Maestría,Divorciado,1,Sí,No,24 de November del 2016
1179,52.0,42253.55534168643,F,Bachillerato,Soltero,2,Sí,No,27 de December del 2022
1180,42.0,47053.00124857854,F,Maestría,Soltero,3,Sí,No,Invalid Date
1181,43.0,46912.1085367949,F,Universitario,Casado,0,No,No,16 de August del 2016
1182,28.0,38801.324801896415,F,Universitario,Casado,3,Sí,No,15 de May del 2020
1183,55.0,,M,Universitario,Divorciado,4,Sí,Sí,11 de July del 2021
1184,19.0,26770.7255170438,M,Bachillerato,Divorciado,4,Sí,Sí,5 de June del 2023
1185,24.0,42632.69379286843,F,Maestría,Casado,1,No,No,13 de November del 2023
1186,35.0,,M,Maestría,Soltero,1,Sí,No,17 de May del 2019
1187,44.0,46157.3037125693,F,Universitario,Casado,4,Sí,No,21 de December del 2022
1188,51.0,46377.53831193832,F,Maestría,Divorciado,4,No,Sí,4 de January del 2015
1189,44.0,49073.53700209806,F,Bachillerato,Soltero,2,No,No,27 de January del 2018
1190,34.0,57191.62277129096,F,Universitario,Soltero,4,Sí,No,23 de December del 2023
1191,60.0,63117.75611198784,M,Universitario,Soltero,1,No,No,26 de July del 2016
1192,61.0,40253.52159727599,F,,Casado,4,Sí,No,15 de July del 2015
1193,41.0,31951.987169162832,M,Bachillerato,Casado,1,No,No,18 de April del 2020
1194,42.0,34369.33381635346,F,Universitario,Divorciado,0,Sí,No,16 de August del 2020
1195,24.0,,F,Universitario,Soltero,4,Sí,Sí,26 de December del 2020
1196,23.0,44721.18023275236,F,Universitario,Soltero,1,No,No,2 de April del 2022
1197,41.0,,F,Universitario,Casado,3,No,No,13 de November del 2018
1198,50.0,30558.250036251582,M,Maestría,Divorciado,2,No,No,22 de November del 2019
1199,46.0,43158.18758788718,F,Universitario,Divorciado,1,No,No,15 de May del 2018
1200,60.0,52721.39930170957,M,Bachillerato,Soltero,4,Sí,No,15 de July del 2023
1201,39.0,58925.44198753347,F,Universitario,Casado,4,No,No,7 de November del 2021
1202,43.0,41638.65420337518,F,Universitario,Soltero,0,Sí,No,
1203,45.0,43805.032667848485,F,Maestría,Casado,3,Sí,No,1 de August del 2019
1204,38.0,36099.525367290335,M,Universitario,Divorciado,1,Sí,No,2 de December del 2017
1205,24.0,49528.41244437835,F,,,3,No,Sí,7 de January del 2022
1206,34.0,37273.57048713778,F,Bachillerato,Soltero,0,Sí,Sí,6 de July del 2016
1207,37.0,58596.917198618,F,Maestría,,2,Sí,Sí,29 de April del 2023
1208,58.0,23212.002620988333,F,Universitario,Divorciado,3,No,No,
1209,37.0,44605.55491321306,F,Bachillerato,Soltero,0,Sí,Sí,6 de April del 2020
1210,39.0,54516.610087876135,n,Universitario,Divorciado,1,Sí,Sí,16 de September del 2016
1211,45.0,52757.51774483756,M,Maestría,Casado,2,Sí,Sí,
1212,57.0,90395.50495970744,F,Bachillerato,,4,No,Sí,17 de October del 2017
1213,24.0,55247.00036851861,F,Bachillerato,Casado,0,Sí,No,17 de November del 2016
1214,18.0,,M,Maestría,Divorciado,4,Sí,Sí,6 de February del 2016
1215,49.0,48568.03629366391,F,Maestría,Divorciado,2,Sí,Sí,3 de January del 2023
1216,30.0,23356.304998003223,n,Bachillerato,,0,No,No,15 de April del 2019
1217,47.0,,F,Bachillerato,Divorciado,0,No,Sí,8 de November del 2021
1218,40.0,37504.15914498862,n,Maestría,Soltero,2,No,No,4 de April del 2019
1219,36.0,63730.85413340243,M,Universitario,Casado,1,Sí,Sí,Invalid Date
1220,49.0,41756.89588106698,F,Bachillerato,Casado,0,Sí,Sí,2 de January del 2019
1221,47.0,48248.5112630713,M,Maestría,Soltero,2,Sí,Sí,23 de January del 2023
1222,46.0,40466.63237893395,M,Universitario,Casado,3,Sí,No,29 de June del 2022
